ubigeo_distrito,votos_validos,votos_blancos,votos_nulos,votos_emitidos,actas_contabilizadas,actas_total,cand_01,cand_02
010101,14933,118,1310,16361,76,76,7395,7538
010102,0,0,0,0,0,2,0,0
010103,0,0,0,0,0,5,0,0
010104,423,6,41,470,3,3,170,253
010105,0,0,0,0,0,4,0,0
010106,0,0,0,0,0,7,0,0
010107,0,0,0,0,0,2,0,0
010108,596,3,48,647,3,3,327,269
010109,0,0,0,0,0,17,0,0
010110,0,0,0,0,0,10,0,0
010111,791,5,35,831,4,4,416,375
010112,549,4,36,589,3,3,224,325
010113,0,0,0,0,0,4,0,0
010114,0,0,0,0,0,8,0,0
010115,0,0,0,0,0,3,0,0
010116,0,0,0,0,0,2,0,0
010117,0,0,0,0,0,4,0,0
010118,0,0,0,0,0,2,0,0
010119,0,0,0,0,0,3,0,0
010120,944,14,78,1036,6,6,390,554
010121,267,2,14,283,2,2,127,140
010201,4020,36,240,4296,25,25,1545,2475
010202,5247,46,306,4871,30,34,1841,3406
010203,2841,27,184,3052,15,16,917,1924
010204,1091,6,66,1163,6,6,285,806
010205,13488,88,826,14402,69,72,5554,7934
010206,0,0,0,0,0,97,0,0
010301,0,0,0,0,0,3,0,0
010302,0,0,0,0,0,3,0,0
010303,547,3,32,582,3,3,179,368
010304,0,0,0,0,0,2,0,0
010305,223,4,6,233,2,2,130,93
010306,0,0,0,0,0,17,0,0
010307,223,1,7,231,2,2,64,159
010308,395,2,25,422,3,3,161,234
010309,974,12,46,1032,6,6,366,608
010310,0,0,0,0,0,4,0,0
010311,840,11,50,901,4,18,348,492
010312,3452,36,224,3712,21,21,1741,1711
010401,336,6,34,376,2,7,142,194
010402,0,0,0,0,0,20,0,0
010403,0,0,0,0,0,7,0,0
010404,0,0,0,0,0,7,0,0
010405,0,0,0,0,0,6,0,0
010406,376,3,18,397,3,3,211,165
010407,568,7,20,595,4,4,386,182
010408,0,0,0,0,0,3,0,0
010409,2194,25,168,2387,12,12,993,1201
010410,0,0,0,0,0,2,0,0
010411,0,0,0,0,0,3,0,0
010412,0,0,0,0,0,11,0,0
010413,0,0,0,0,0,11,0,0
010414,0,0,0,0,0,18,0,0
010415,0,0,0,0,0,3,0,0
010416,0,0,0,0,0,3,0,0
010417,0,0,0,0,0,4,0,0
010418,0,0,0,0,0,2,0,0
010419,0,0,0,0,0,7,0,0
010420,0,0,0,0,0,12,0,0
010421,371,3,12,386,2,5,195,176
010422,0,0,0,0,0,4,0,0
010423,0,0,0,0,0,5,0,0
010501,0,0,0,0,0,15,0,0
010502,0,0,0,0,0,3,0,0
010503,0,0,0,0,0,8,0,0
010504,0,0,0,0,0,10,0,0
010505,0,0,0,0,0,6,0,0
010506,0,0,0,0,0,6,0,0
010507,0,0,0,0,0,3,0,0
010508,0,0,0,0,0,6,0,0
010509,0,0,0,0,0,29,0,0
010510,0,0,0,0,0,3,0,0
010511,0,0,0,0,0,2,0,0
010512,0,0,0,0,0,11,0,0
010601,0,0,0,0,0,86,0,0
010602,0,0,0,0,0,47,0,0
010603,0,0,0,0,0,41,0,0
010701,20597,159,1226,17415,88,152,7695,12902
010702,5615,39,290,5944,31,77,1639,3976
010703,0,0,0,0,0,27,0,0
010704,2855,25,162,3042,16,19,1290,1565
010705,0,0,0,0,0,22,0,0
010706,0,0,0,0,0,29,0,0
010707,0,0,0,0,0,13,0,0
020101,28043,240,2296,28672,123,167,11627,16416
020102,25902,205,2068,27973,122,183,10208,15694
020103,0,0,0,0,0,7,0,0
020104,0,0,0,0,0,2,0,0
020105,0,0,0,0,0,8,0,0
020106,1430,10,82,1522,7,17,559,871
020107,0,0,0,0,0,5,0,0
020108,1779,18,93,1890,9,10,535,1244
020109,0,0,0,0,0,5,0,0
020110,0,0,0,0,0,16,0,0
020111,0,0,0,0,0,16,0,0
020112,655,5,51,711,3,20,290,365
020201,0,0,0,0,0,6,0,0
020203,0,0,0,0,0,6,0,0
020205,0,0,0,0,0,2,0,0
020206,0,0,0,0,0,9,0,0
020208,0,0,0,0,0,3,0,0
020301,0,0,0,0,0,12,0,0
020302,0,0,0,0,0,1,0,0
020304,0,0,0,0,0,8,0,0
020305,0,0,0,0,0,6,0,0
020310,0,0,0,0,0,5,0,0
020311,0,0,0,0,0,7,0,0
020313,0,0,0,0,0,3,0,0
020315,0,0,0,0,0,4,0,0
020317,0,0,0,0,0,2,0,0
020320,0,0,0,0,0,3,0,0
020321,0,0,0,0,0,6,0,0
020322,0,0,0,0,0,2,0,0
020323,0,0,0,0,0,7,0,0
020324,0,0,0,0,0,2,0,0
020325,0,0,0,0,0,17,0,0
020401,1449,15,147,1611,7,43,499,950
020402,592,9,54,655,3,8,226,366
020403,0,0,0,0,0,6,0,0
020404,1478,13,66,1344,6,8,500,978
020405,0,0,0,0,0,6,0,0
020406,1242,24,127,1393,6,31,454,788
020407,917,23,78,1018,5,5,363,554
020408,0,0,0,0,0,9,0,0
020409,182,11,16,209,1,11,31,151
020410,0,0,0,0,0,10,0,0
020411,310,1,12,0,0,12,121,189
020501,0,0,0,0,0,95,0,0
020502,0,0,0,0,0,15,0,0
020503,0,0,0,0,0,9,0,0
020505,0,0,0,0,0,24,0,0
020601,0,0,0,0,0,5,0,0
020602,0,0,0,0,0,2,0,0
020603,0,0,0,0,0,2,0,0
020604,0,0,0,0,0,9,0,0
020605,0,0,0,0,0,4,0,0
020606,0,0,0,0,0,3,0,0
020607,0,0,0,0,0,2,0,0
020701,10427,160,1150,9744,43,68,5741,4686
020702,0,0,0,0,0,4,0,0
020703,897,12,61,970,5,5,473,424
020704,0,0,0,0,0,5,0,0
020705,1043,9,83,1135,6,7,628,415
020706,0,0,0,0,0,27,0,0
020707,146,12,15,0,0,24,95,51
020708,0,0,0,0,0,16,0,0
020709,0,0,0,0,0,9,0,0
020710,0,0,0,0,0,4,0,0
020801,3095,35,220,3350,19,21,776,2319
020802,2139,17,110,1499,8,14,425,1714
020803,0,0,0,0,0,42,0,0
020804,118,1,6,125,1,11,12,106
020805,2097,36,67,2200,18,21,570,1527
020806,0,0,0,0,0,9,0,0
020807,0,0,0,0,0,10,0,0
020808,894,14,47,955,7,9,238,656
020809,0,0,0,0,0,9,0,0
020810,0,0,0,0,0,21,0,0
020811,0,0,0,0,0,4,0,0
020812,0,0,0,0,0,7,0,0
020813,7597,60,494,7605,60,119,2397,5200
020814,0,0,0,0,0,15,0,0
020815,0,0,0,0,0,7,0,0
020816,0,0,0,0,0,11,0,0
020901,0,0,0,0,0,8,0,0
020902,767,13,58,838,4,14,234,533
020903,0,0,0,0,0,10,0,0
020904,0,0,0,0,0,8,0,0
020905,0,0,0,0,0,5,0,0
020906,0,0,0,0,0,18,0,0
020907,0,0,0,0,0,4,0,0
020908,0,0,0,0,0,4,0,0
021001,0,0,0,0,0,7,0,0
021002,0,0,0,0,0,4,0,0
021003,0,0,0,0,0,24,0,0
021004,0,0,0,0,0,2,0,0
021005,0,0,0,0,0,3,0,0
021006,0,0,0,0,0,2,0,0
021007,0,0,0,0,0,2,0,0
021008,0,0,0,0,0,8,0,0
021009,0,0,0,0,0,12,0,0
021010,0,0,0,0,0,4,0,0
021011,0,0,0,0,0,8,0,0
021101,6151,115,562,6172,35,39,1403,4748
021102,1481,22,81,1584,9,11,297,1184
021103,0,0,0,0,0,21,0,0
021104,0,0,0,0,0,8,0,0
021201,3108,21,209,3338,18,18,957,2151
021202,0,0,0,0,0,3,0,0
021203,0,0,0,0,0,3,0,0
021204,79,2,0,81,1,5,35,44
021205,0,0,0,0,0,4,0,0
021206,0,0,0,0,0,6,0,0
021207,0,0,0,0,0,2,0,0
021208,1615,18,77,1710,8,8,529,1086
021209,0,0,0,0,0,5,0,0
021210,2712,19,126,2857,13,13,678,2034
021301,49035,262,4494,50971,226,621,25298,23737
021302,0,0,0,0,0,16,0,0
021303,0,0,0,0,0,13,0,0
021304,0,0,0,0,0,25,0,0
021305,1230,6,92,1328,6,41,499,731
021306,809,3,66,878,4,14,443,366
021307,6480,52,566,7098,32,89,3119,3361
021308,0,0,0,0,0,47,0,0
021309,61661,337,5638,65797,286,420,31153,30508
021401,0,0,0,0,0,12,0,0
021402,0,0,0,0,0,2,0,0
021403,0,0,0,0,0,4,0,0
021404,0,0,0,0,0,11,0,0
021405,0,0,0,0,0,8,0,0
021406,0,0,0,0,0,5,0,0
021407,0,0,0,0,0,6,0,0
021408,0,0,0,0,0,9,0,0
021409,0,0,0,0,0,10,0,0
021410,0,0,0,0,0,22,0,0
021501,6905,81,662,6667,30,60,2560,4345
021502,484,9,60,0,0,6,264,220
021503,2883,33,257,2788,13,22,1035,1848
021504,1122,10,132,1264,6,6,496,626
021505,0,0,0,0,0,39,0,0
021506,1029,17,104,1150,5,10,334,695
021507,997,10,79,1086,7,8,372,625
021508,0,0,0,0,0,18,0,0
021601,0,0,0,0,0,8,0,0
021602,0,0,0,0,0,6,0,0
021603,0,0,0,0,0,5,0,0
021604,0,0,0,0,0,6,0,0
021605,0,0,0,0,0,16,0,0
021606,0,0,0,0,0,5,0,0
021701,0,0,0,0,0,32,0,0
021702,0,0,0,0,0,14,0,0
021703,0,0,0,0,0,11,0,0
021801,0,0,0,0,0,13,0,0
021802,0,0,0,0,0,10,0,0
021901,14216,77,659,14050,64,73,7885,6331
021902,0,0,0,0,0,5,0,0
021903,153,0,1,154,1,4,68,85
021904,0,0,0,0,0,4,0,0
021905,1396,12,54,1462,7,8,863,533
022001,0,0,0,0,0,3,0,0
022002,0,0,0,0,0,1,0,0
022003,0,0,0,0,0,2,0,0
022004,0,0,0,0,0,6,0,0
022005,0,0,0,0,0,4,0,0
022006,0,0,0,0,0,1,0,0
022007,0,0,0,0,0,4,0,0
022008,0,0,0,0,0,3,0,0
022009,0,0,0,0,0,4,0,0
022010,0,0,0,0,0,2,0,0
030101,30837,184,1740,32761,150,162,9112,21725
030102,362,5,10,377,2,13,56,306
030103,0,0,0,0,0,49,0,0
030104,0,0,0,0,0,5,0,0
030105,0,0,0,0,0,13,0,0
030106,229,6,15,250,2,16,31,198
030107,783,11,55,849,5,16,147,636
030108,0,0,0,0,0,10,0,0
030109,6333,39,355,6727,29,29,1815,4518
030201,0,0,0,0,0,11,0,0
030202,0,0,0,0,0,3,0,0
030203,0,0,0,0,0,4,0,0
030204,0,0,0,0,0,3,0,0
030205,0,0,0,0,0,13,0,0
030206,0,0,0,0,0,10,0,0
030207,0,0,0,0,0,3,0,0
030208,0,0,0,0,0,6,0,0
030209,0,0,0,0,0,5,0,0
030210,0,0,0,0,0,4,0,0
030211,0,0,0,0,0,3,0,0
030212,0,0,0,0,0,9,0,0
030213,636,5,40,0,0,12,161,475
030214,0,0,0,0,0,5,0,0
030215,0,0,0,0,0,4,0,0
030216,0,0,0,0,0,3,0,0
030217,0,0,0,0,0,3,0,0
030301,17801,120,978,18025,86,106,3756,14045
030302,0,0,0,0,0,23,0,0
030303,0,0,0,0,0,5,0,0
030304,0,0,0,0,0,18,0,0
030305,0,0,0,0,0,13,0,0
030306,0,0,0,0,0,23,0,0
030307,0,0,0,0,0,15,0,0
030308,0,0,0,0,0,8,0,0
030309,0,0,0,0,0,10,0,0
030310,9953,60,514,10527,49,63,1517,8436
030311,5578,51,375,6004,30,58,1402,4176
030312,0,0,0,0,0,13,0,0
030313,3656,47,196,3899,19,29,431,3225
030314,0,0,0,0,0,3,0,0
030315,2421,8,109,2538,13,28,407,2014
030316,0,0,0,0,0,7,0,0
030317,0,0,0,0,0,3,0,0
030318,0,0,0,0,0,7,0,0
030319,0,0,0,0,0,8,0,0
030320,1310,17,53,1380,6,14,58,1252
030401,0,0,0,0,0,10,0,0
030402,0,0,0,0,0,2,0,0
030403,0,0,0,0,0,6,0,0
030404,0,0,0,0,0,7,0,0
030405,0,0,0,0,0,7,0,0
030406,0,0,0,0,0,5,0,0
030407,0,0,0,0,0,6,0,0
030501,0,0,0,0,0,37,0,0
030502,0,0,0,0,0,26,0,0
030503,0,0,0,0,0,15,0,0
030504,0,0,0,0,0,31,0,0
030505,0,0,0,0,0,19,0,0
030506,0,0,0,0,0,40,0,0
030601,2409,17,88,2514,15,15,254,2155
030602,935,0,44,979,7,9,93,842
030603,0,0,0,0,0,5,0,0
030604,0,0,0,0,0,3,0,0
030605,0,0,0,0,0,12,0,0
030606,0,0,0,0,0,4,0,0
030607,0,0,0,0,0,11,0,0
030608,0,0,0,0,0,4,0,0
030609,0,0,0,0,0,2,0,0
030610,0,0,0,0,0,3,0,0
030611,683,6,28,717,4,4,126,557
030612,0,0,0,0,0,3,0,0
030613,0,0,0,0,0,3,0,0
030614,0,0,0,0,0,5,0,0
030701,0,0,0,0,0,18,0,0
030702,0,0,0,0,0,8,0,0
030703,0,0,0,0,0,23,0,0
030704,0,0,0,0,0,7,0,0
030705,0,0,0,0,0,35,0,0
030706,0,0,0,0,0,18,0,0
030707,0,0,0,0,0,10,0,0
030708,0,0,0,0,0,12,0,0
030709,0,0,0,0,0,9,0,0
030710,0,0,0,0,0,6,0,0
030711,0,0,0,0,0,5,0,0
030712,0,0,0,0,0,4,0,0
040101,46099,133,3357,48281,210,244,26985,19114
040102,41251,115,2533,41536,173,275,16454,24797
040103,70936,259,4442,70427,293,506,24369,46567
040104,4572,16,318,4906,20,35,1567,3005
040105,3274,15,174,3463,14,14,634,2640
040106,0,0,0,0,0,98,0,0
040107,38274,132,2561,40506,166,176,15934,22340
040108,0,0,0,0,0,13,0,0
040109,79978,287,5259,84778,345,389,27713,52265
040110,0,0,0,0,0,4,0,0
040111,0,0,0,0,0,5,0,0
040112,0,0,0,0,0,10,0,0
040113,0,0,0,0,0,16,0,0
040114,14602,50,855,14519,60,91,6926,7676
040115,0,0,0,0,0,4,0,0
040116,0,0,0,0,0,7,0,0
040117,0,0,0,0,0,4,0,0
040118,0,0,0,0,0,22,0,0
040119,25193,93,1665,26704,110,189,8858,16335
040120,6507,31,313,6851,28,57,2002,4505
040121,6879,15,354,7248,30,58,2289,4590
040122,0,0,0,0,0,11,0,0
040123,13426,37,845,13365,57,103,9114,4312
040124,0,0,0,0,0,18,0,0
040125,14899,47,812,14282,58,96,2928,11971
040126,32754,104,2248,32833,132,180,12484,20270
040127,15355,56,1042,16453,65,143,4694,10661
040128,51980,206,3455,55168,226,240,19349,32631
040129,33246,132,2407,35785,148,222,17513,15733
040201,0,0,0,0,0,17,0,0
040202,0,0,0,0,0,4,0,0
040203,0,0,0,0,0,8,0,0
040204,0,0,0,0,0,13,0,0
040205,0,0,0,0,0,6,0,0
040206,0,0,0,0,0,5,0,0
040207,0,0,0,0,0,3,0,0
040208,0,0,0,0,0,6,0,0
040209,0,0,0,0,0,3,0,0
040210,0,0,0,0,0,4,0,0
040211,0,0,0,0,0,6,0,0
040212,0,0,0,0,0,3,0,0
040213,0,0,0,0,0,3,0,0
040214,0,0,0,0,0,4,0,0
040215,0,0,0,0,0,3,0,0
040216,0,0,0,0,0,4,0,0
040217,0,0,0,0,0,6,0,0
040218,0,0,0,0,0,3,0,0
040219,0,0,0,0,0,8,0,0
040220,14470,59,676,14228,61,190,2458,12012
040301,7337,37,376,7750,36,45,4135,3202
040302,2604,16,107,2727,12,14,1164,1440
040303,0,0,0,0,0,16,0,0
040304,1268,9,55,1332,6,21,382,886
040305,3279,24,199,3502,16,22,1369,1910
040306,0,0,0,0,0,13,0,0
040307,0,0,0,0,0,4,0,0
040308,5332,29,276,5637,25,47,1865,3467
040401,0,0,0,0,0,13,0,0
040402,0,0,0,0,0,12,0,0
040403,0,0,0,0,0,15,0,0
040404,0,0,0,0,0,2,0,0
040405,0,0,0,0,0,10,0,0
040406,0,0,0,0,0,3,0,0
040407,0,0,0,0,0,23,0,0
040408,0,0,0,0,0,9,0,0
040409,0,0,0,0,0,7,0,0
040410,0,0,0,0,0,5,0,0
040411,0,0,0,0,0,5,0,0
040412,0,0,0,0,0,6,0,0
040413,0,0,0,0,0,6,0,0
040501,0,0,0,0,0,28,0,0
040502,0,0,0,0,0,4,0,0
040503,0,0,0,0,0,2,0,0
040504,0,0,0,0,0,7,0,0
040505,0,0,0,0,0,4,0,0
040506,0,0,0,0,0,6,0,0
040507,0,0,0,0,0,7,0,0
040508,0,0,0,0,0,3,0,0
040509,0,0,0,0,0,12,0,0
040510,0,0,0,0,0,6,0,0
040511,0,0,0,0,0,2,0,0
040512,1004,4,54,445,2,20,356,648
040513,0,0,0,0,0,1,0,0
040514,0,0,0,0,0,4,0,0
040601,1637,15,133,1785,10,10,499,1138
040602,0,0,0,0,0,2,0,0
040603,0,0,0,0,0,9,0,0
040604,0,0,0,0,0,3,0,0
040605,268,0,9,277,2,3,95,173
040606,0,0,0,0,0,3,0,0
040607,0,0,0,0,0,16,0,0
040608,0,0,0,0,0,9,0,0
040701,16184,76,967,16991,75,76,6371,9813
040702,4986,17,232,5235,23,35,1207,3779
040703,4451,19,154,4624,20,22,852,3599
040704,2963,15,163,3141,14,16,929,2034
040705,930,1,41,972,5,6,343,587
040706,4377,19,169,4565,21,23,1030,3347
040801,0,0,0,0,0,7,0,0
040802,0,0,0,0,0,6,0,0
040803,0,0,0,0,0,2,0,0
040804,0,0,0,0,0,7,0,0
040805,0,0,0,0,0,7,0,0
040806,0,0,0,0,0,9,0,0
040807,0,0,0,0,0,2,0,0
040808,0,0,0,0,0,2,0,0
040809,0,0,0,0,0,2,0,0
040810,0,0,0,0,0,2,0,0
040811,0,0,0,0,0,3,0,0
050101,48732,229,2426,46998,213,251,13209,35523
050102,0,0,0,0,0,16,0,0
050103,15580,67,691,16102,70,71,3124,12456
050104,0,0,0,0,0,22,0,0
050105,0,0,0,0,0,19,0,0
050106,0,0,0,0,0,8,0,0
050107,24571,120,1119,25810,115,124,5571,19000
050108,0,0,0,0,0,7,0,0
050109,0,0,0,0,0,54,0,0
050110,0,0,0,0,0,21,0,0
050111,0,0,0,0,0,30,0,0
050112,0,0,0,0,0,27,0,0
050113,0,0,0,0,0,22,0,0
050114,0,0,0,0,0,10,0,0
050115,10152,47,374,9661,43,51,2506,7646
050116,11727,56,613,12169,53,54,3101,8626
050201,2922,23,184,3129,18,18,353,2569
050204,340,1,22,363,2,26,37,303
050206,2126,20,118,2264,11,28,356,1770
050207,0,0,0,0,0,19,0,0
050208,0,0,0,0,0,14,0,0
050211,0,0,0,0,0,7,0,0
050301,19734,162,1089,20985,107,107,5009,14725
050302,0,0,0,0,0,7,0,0
050303,1907,8,85,2000,10,15,261,1646
050304,2282,16,110,2408,12,12,518,1764
050305,4079,36,207,4322,23,23,1162,2917
050307,0,0,0,0,0,14,0,0
050308,0,0,0,0,0,32,0,0
050309,0,0,0,0,0,27,0,0
050310,0,0,0,0,0,11,0,0
050311,0,0,0,0,0,14,0,0
050312,0,0,0,0,0,8,0,0
050313,0,0,0,0,0,8,0,0
050314,0,0,0,0,0,3,0,0
050401,0,0,0,0,0,26,0,0
050402,0,0,0,0,0,25,0,0
050403,0,0,0,0,0,23,0,0
050404,0,0,0,0,0,7,0,0
050405,0,0,0,0,0,16,0,0
050406,0,0,0,0,0,32,0,0
050407,0,0,0,0,0,5,0,0
050408,0,0,0,0,0,32,0,0
050409,0,0,0,0,0,22,0,0
050410,0,0,0,0,0,12,0,0
050411,0,0,0,0,0,5,0,0
050412,0,0,0,0,0,7,0,0
050413,0,0,0,0,0,5,0,0
050414,0,0,0,0,0,6,0,0
050415,0,0,0,0,0,5,0,0
050501,6456,33,261,6750,36,36,1141,5315
050502,0,0,0,0,0,11,0,0
050503,0,0,0,0,0,4,0,0
050504,0,0,0,0,0,4,0,0
050506,0,0,0,0,0,7,0,0
050508,0,0,0,0,0,9,0,0
050510,0,0,0,0,0,7,0,0
050511,0,0,0,0,0,5,0,0
050512,0,0,0,0,0,5,0,0
050513,1231,14,73,1318,7,8,184,1047
050514,0,0,0,0,0,4,0,0
050516,0,0,0,0,0,8,0,0
050517,0,0,0,0,0,5,0,0
050520,0,0,0,0,0,12,0,0
050521,420,0,15,435,3,3,84,336
050522,0,0,0,0,0,10,0,0
050524,0,0,0,0,0,2,0,0
050525,0,0,0,0,0,5,0,0
050529,0,0,0,0,0,2,0,0
050531,0,0,0,0,0,5,0,0
050532,0,0,0,0,0,6,0,0
050601,3970,28,183,4181,23,31,476,3494
050604,0,0,0,0,0,4,0,0
050605,1157,7,40,1204,7,7,189,968
050608,0,0,0,0,0,3,0,0
050611,0,0,0,0,0,14,0,0
050612,0,0,0,0,0,7,0,0
050615,0,0,0,0,0,4,0,0
050616,0,0,0,0,0,7,0,0
050701,1006,12,43,1061,6,6,69,937
050702,659,3,27,689,5,7,55,604
050703,0,0,0,0,0,3,0,0
050704,0,0,0,0,0,10,0,0
050706,0,0,0,0,0,5,0,0
050707,664,3,25,692,5,6,116,548
050708,0,0,0,0,0,8,0,0
050709,0,0,0,0,0,4,0,0
050710,561,9,23,593,5,8,103,458
050713,0,0,0,0,0,10,0,0
050714,0,0,0,0,0,11,0,0
050715,0,0,0,0,0,2,0,0
050801,0,0,0,0,0,10,0,0
050802,0,0,0,0,0,6,0,0
050803,0,0,0,0,0,9,0,0
050804,0,0,0,0,0,9,0,0
050901,0,0,0,0,0,22,0,0
050902,0,0,0,0,0,15,0,0
050903,0,0,0,0,0,5,0,0
050904,0,0,0,0,0,4,0,0
050905,0,0,0,0,0,9,0,0
050906,0,0,0,0,0,7,0,0
050907,0,0,0,0,0,5,0,0
050908,0,0,0,0,0,5,0,0
051001,0,0,0,0,0,8,0,0
051002,0,0,0,0,0,3,0,0
051003,0,0,0,0,0,2,0,0
051004,0,0,0,0,0,7,0,0
051005,0,0,0,0,0,2,0,0
051006,0,0,0,0,0,4,0,0
051007,0,0,0,0,0,2,0,0
051008,0,0,0,0,0,3,0,0
051009,0,0,0,0,0,1,0,0
051010,0,0,0,0,0,2,0,0
051101,0,0,0,0,0,8,0,0
051102,0,0,0,0,0,1,0,0
051103,0,0,0,0,0,2,0,0
051104,0,0,0,0,0,4,0,0
051105,0,0,0,0,0,3,0,0
051106,0,0,0,0,0,3,0,0
051107,0,0,0,0,0,3,0,0
051108,0,0,0,0,0,3,0,0
051109,0,0,0,0,0,2,0,0
051110,0,0,0,0,0,3,0,0
051111,0,0,0,0,0,5,0,0
060101,118517,800,9498,126180,540,593,58992,59525
060102,0,0,0,0,0,27,0,0
060103,0,0,0,0,0,22,0,0
060104,500,11,29,540,3,13,80,420
060105,371,4,21,396,2,93,136,235
060106,6541,103,715,7359,36,45,2949,3592
060107,17819,196,1368,19383,81,119,8737,9082
060108,2168,15,155,2338,10,17,1096,1072
060109,0,0,0,0,0,31,0,0
060110,0,0,0,0,0,13,0,0
060111,0,0,0,0,0,31,0,0
060112,0,0,0,0,0,17,0,0
060201,0,0,0,0,0,97,0,0
060202,0,0,0,0,0,63,0,0
060203,0,0,0,0,0,36,0,0
060205,0,0,0,0,0,24,0,0
060301,0,0,0,0,0,71,0,0
060302,0,0,0,0,0,25,0,0
060303,0,0,0,0,0,10,0,0
060304,0,0,0,0,0,40,0,0
060305,0,0,0,0,0,3,0,0
060306,0,0,0,0,0,9,0,0
060307,0,0,0,0,0,15,0,0
060308,0,0,0,0,0,19,0,0
060309,0,0,0,0,0,33,0,0
060310,0,0,0,0,0,17,0,0
060311,0,0,0,0,0,6,0,0
060312,0,0,0,0,0,22,0,0
060401,0,0,0,0,0,20,0,0
060403,1734,11,95,1840,9,9,711,1023
060404,0,0,0,0,0,8,0,0
060405,0,0,0,0,0,10,0,0
060406,0,0,0,0,0,5,0,0
060407,502,5,19,526,3,8,203,299
060408,0,0,0,0,0,18,0,0
060409,0,0,0,0,0,4,0,0
060501,27182,330,2121,29633,144,148,9264,17918
060502,0,0,0,0,0,28,0,0
060503,0,0,0,0,0,8,0,0
060504,0,0,0,0,0,13,0,0
060505,49,0,2,51,1,12,4,45
060506,0,0,0,0,0,17,0,0
060507,0,0,0,0,0,42,0,0
060508,0,0,0,0,0,14,0,0
060509,0,0,0,0,0,7,0,0
060510,0,0,0,0,0,10,0,0
060511,0,0,0,0,0,10,0,0
060512,0,0,0,0,0,16,0,0
060513,0,0,0,0,0,23,0,0
060514,0,0,0,0,0,29,0,0
060515,0,0,0,0,0,4,0,0
060601,24796,274,1682,26752,129,145,5067,19729
060602,0,0,0,0,0,11,0,0
060603,0,0,0,0,0,17,0,0
060604,364,7,26,397,2,18,39,325
060605,0,0,0,0,0,13,0,0
060606,0,0,0,0,0,13,0,0
060607,0,0,0,0,0,7,0,0
060608,0,0,0,0,0,24,0,0
060609,3178,25,160,3363,18,39,800,2378
060610,0,0,0,0,0,19,0,0
060611,0,0,0,0,0,14,0,0
060612,0,0,0,0,0,16,0,0
060613,0,0,0,0,0,5,0,0
060614,0,0,0,0,0,30,0,0
060615,0,0,0,0,0,45,0,0
060616,0,0,0,0,0,4,0,0
060617,0,0,0,0,0,5,0,0
060618,0,0,0,0,0,9,0,0
060619,215,0,7,222,1,31,17,198
060701,14675,240,1403,15374,81,204,2658,12017
060702,0,0,0,0,0,12,0,0
060703,0,0,0,0,0,48,0,0
060801,44599,325,2753,47039,219,297,16353,28246
060802,6774,41,339,7154,34,50,1843,4931
060803,0,0,0,0,0,37,0,0
060804,0,0,0,0,0,31,0,0
060805,0,0,0,0,0,29,0,0
060806,0,0,0,0,0,23,0,0
060807,0,0,0,0,0,22,0,0
060808,0,0,0,0,0,15,0,0
060809,0,0,0,0,0,25,0,0
060810,290,3,12,305,2,33,69,221
060811,108,0,1,109,1,18,6,102
060812,0,0,0,0,0,27,0,0
060901,0,0,0,0,0,25,0,0
060902,0,0,0,0,0,27,0,0
060903,0,0,0,0,0,12,0,0
060904,0,0,0,0,0,10,0,0
060905,55,0,7,62,1,10,11,44
060906,0,0,0,0,0,13,0,0
060907,0,0,0,0,0,2,0,0
060908,0,0,0,0,0,5,0,0
060909,0,0,0,0,0,10,0,0
060910,0,0,0,0,0,5,0,0
060911,0,0,0,0,0,7,0,0
061001,482,20,47,549,3,36,239,243
061002,0,0,0,0,0,14,0,0
061003,0,0,0,0,0,8,0,0
061004,148,0,11,159,1,16,67,81
061005,0,0,0,0,0,5,0,0
061006,0,0,0,0,0,11,0,0
061007,0,0,0,0,0,8,0,0
061008,292,3,6,301,2,14,118,174
061009,380,4,13,397,2,10,192,188
061010,0,0,0,0,0,11,0,0
061011,0,0,0,0,0,11,0,0
061012,0,0,0,0,0,11,0,0
061013,0,0,0,0,0,5,0,0
061101,0,0,0,0,0,101,0,0
061102,307,1,14,322,2,45,97,210
061103,0,0,0,0,0,59,0,0
061104,0,0,0,0,0,28,0,0
061105,0,0,0,0,0,63,0,0
061106,0,0,0,0,0,56,0,0
061107,0,0,0,0,0,56,0,0
061201,0,0,0,0,0,56,0,0
061202,0,0,0,0,0,7,0,0
061203,0,0,0,0,0,22,0,0
061204,0,0,0,0,0,12,0,0
061205,0,0,0,0,0,10,0,0
061206,0,0,0,0,0,46,0,0
061207,0,0,0,0,0,9,0,0
061301,6833,73,462,7368,39,39,1761,5072
061302,1503,13,48,1564,10,16,440,1063
061303,813,7,51,871,5,5,322,491
061304,1909,23,89,2021,11,14,664,1245
070101,68709,383,5521,74395,322,334,26454,42255
070102,0,0,0,0,0,10,0,0
070103,0,0,0,0,0,27,0,0
070104,22453,126,1604,24183,103,134,6915,15538
070105,54365,318,3943,58626,251,261,17510,36855
070106,46025,291,3296,49612,217,259,14711,31314
070107,0,0,0,0,0,20,0,0
070108,43780,226,3241,46770,202,214,20925,22855
070201,0,0,0,0,0,14,0,0
070202,163,3,3,169,1,9,8,155
070203,0,0,0,0,0,8,0,0
070204,0,0,0,0,0,23,0,0
070205,0,0,0,0,0,9,0,0
070206,0,0,0,0,0,12,0,0
070207,0,0,0,0,0,5,0,0
